ZIP Code,Model,Strategy,Average Allocation,Minimum Allocation,Maximum Allocation,Range
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1400,1000,1500,500
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,500,500,500,0
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,700,500,1000,500
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,500,500,500,0
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,500,500,500,0
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
91915,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2200,1500,3000,1500
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1900,1500,2500,1000
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1125,1000,1500,500
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1000,1000,1000,0
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1800,1000,3000,2000
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1000,1000,1000,0
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1500,1000,2000,1000
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,500,500,500,0
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1250,1000,1500,500
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,1000,1000,1000,0
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1000,1000,1000,0
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
91916,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,1000,1000,1000,0
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1400,1000,1500,500
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1200,1000,1500,500
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,875,500,1000,500
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,875,500,1000,500
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,750,500,1000,500
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,2000,2000,2000,0
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1750,1500,2000,500
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,750,500,1000,500
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
91916,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2400,2000,3000,1000
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1500,1000,2000,1000
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1300,1000,2000,1000
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1675,1200,2000,800
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1500,1500,1500,0
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,933.3333333,800,1000,200
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,500,500,500,0
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1166.666667,1000,1500,500
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,1000,1000,1000,0
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1000,1000,1000,0
91917,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,2000,2000,2000,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1500,1500,1500,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,900,500,1000,500
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,750,500,1000,500
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,1000,1000,1000,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,750,500,1000,500
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,2000,2000,2000,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
91917,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2200,2000,2500,500
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1700,1500,2000,500
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1375,1000,2000,1000
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1200,800,2000,1200
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1166.666667,1000,1500,500
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,750,500,1000,500
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1800,1000,3000,2000
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,500,500,500,0
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,666.6666667,500,1000,500
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,500,500,500,0
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
91931,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1400,800,2000,1200
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1300,1000,1500,500
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1200,1000,1500,500
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,2000,2000,2000,0
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,1000,1000,1000,0
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,750,500,1000,500
91931,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2100,1500,3000,1500
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1300,1000,1500,500
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1500,1000,2000,1000
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2000,1500,2500,1000
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,860,500,1500,1000
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1066.666667,1000,1200,200
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1500,1500,1500,0
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1000,800,1200,400
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,1000,1000,1000,0
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,500,500,500,0
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,833.3333333,500,1000,500
91932,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1000,1000,1000,0
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1375,1000,2000,1000
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1250,1000,1500,500
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,875,500,1000,500
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,500,1500,1000
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,2000,2000,2000,0
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,666.6666667,500,1000,500
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,875,500,2000,1500
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1000,500,2000,1500
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,2500,2500,2500,0
91932,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
91934,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2300,2000,2500,500
91934,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1800,1500,2000,500
91934,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1300,1000,1500,500
91934,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1625,1000,2000,1000
91934,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1250,500,2000,1500
91934,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
91934,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1000,1000,1000,0
91934,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,875,500,1000,500
91934,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,750,500,1000,500
91934,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1300,1000,1500,500
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1750,1500,2000,500
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,500,1500,1000
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
91934,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1666.666667,1000,2000,1000
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2500,2000,3000,1000
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1500,1000,2000,1000
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1666.666667,1500,2000,500
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1900,1500,3000,1500
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1600,1000,2000,1000
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1166.666667,1000,1500,500
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,900,800,1000,200
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,850,700,1000,300
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,500,500,500,0
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,400,400,400,0
91935,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,1500,1500,1500,0
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1500,1500,1500,0
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,600,500,1000,500
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,833.3333333,500,1000,500
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,750,500,1000,500
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,1500,1500,1500,0
91935,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,2000,2000,2000,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2250,1500,3000,1500
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1550,1200,2000,800
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1075,800,1500,700
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1875,1500,2000,500
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,500,500,500,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1900,1800,2000,200
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1500,1500,1500,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1000,1000,1000,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,1000,1000,1000,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1200,1200,1200,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,800,800,800,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1000,1000,1000,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,1. Widespread Testing Initiatives,2000,2000,2000,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,3. Targeted Public Health Campaigns,1500,1500,1500,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,4. Enforced Social Distancing Measures,1200,1200,1200,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,7. Expansion of Healthcare Capacity,2000,2000,2000,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,10. Telehealth Services Expansion,1500,1500,1500,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,13. School Safety and Education Continuity Measures,1000,1000,1000,0
91941,meta-llama/Meta-Llama-3.1-70B-Instruct,18. Public Sanitation and Hygiene Campaigns,800,800,800,0
91941,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
91941,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
91941,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
91941,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,800,500,1000,500
91941,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,875,500,1000,500
